,status,value,date
7019,cases,3171.0,2020-03-30
7020,cases,3172.0,2020-03-30
7021,cases,3173.0,2020-03-30
7022,cases,3174.0,2020-03-30
7023,cases,3175.0,2020-03-30
7024,cases,3176.0,2020-03-30
7025,cases,3177.0,2020-03-30
7026,cases,3178.0,2020-03-30
7027,cases,3179.0,2020-03-30
7028,cases,3180.0,2020-03-30
7029,cases,3181.0,2020-03-30
7030,cases,3182.0,2020-03-30
7031,cases,3183.0,2020-03-30
7032,cases,3184.0,2020-03-30
7033,cases,3185.0,2020-03-30
7034,cases,3186.0,2020-03-30
7035,cases,3187.0,2020-03-30
7036,cases,3188.0,2020-03-30
7037,cases,3189.0,2020-03-30
7038,cases,3190.0,2020-03-30
7039,cases,3191.0,2020-03-30
7040,cases,3192.0,2020-03-30
7041,cases,3193.0,2020-03-30
7042,cases,3194.0,2020-03-30
7043,cases,3195.0,2020-03-30
7044,cases,3196.0,2020-03-30
7045,cases,3197.0,2020-03-30
7046,cases,3198.0,2020-03-30
7047,cases,3199.0,2020-03-30
7048,cases,3200.0,2020-03-30
7049,cases,3201.0,2020-03-30
7050,cases,3202.0,2020-03-30
7051,cases,3203.0,2020-03-30
7052,cases,3204.0,2020-03-30
7053,cases,3205.0,2020-03-30
7054,cases,3206.0,2020-03-30
7055,cases,3207.0,2020-03-30
7056,cases,3208.0,2020-03-30
7057,cases,3209.0,2020-03-30
7058,cases,3210.0,2020-03-30
7059,cases,3211.0,2020-03-30
7060,cases,3212.0,2020-03-30
7061,cases,3213.0,2020-03-30
7062,cases,3214.0,2020-03-30
7063,cases,3215.0,2020-03-30
7064,cases,3216.0,2020-03-30
7065,cases,3217.0,2020-03-30
7066,cases,3218.0,2020-03-30
7067,cases,3219.0,2020-03-30
7068,cases,3220.0,2020-03-30
7069,cases,3221.0,2020-03-30
7070,cases,3222.0,2020-03-30
7071,cases,3223.0,2020-03-30
7072,cases,3224.0,2020-03-30
7073,cases,3225.0,2020-03-30
7074,cases,3226.0,2020-03-30
7075,cases,3227.0,2020-03-30
7076,cases,3228.0,2020-03-30
7077,cases,3229.0,2020-03-30
7078,cases,3230.0,2020-03-30
7079,cases,3231.0,2020-03-30
7080,cases,3232.0,2020-03-30
7081,cases,3233.0,2020-03-30
7082,cases,3234.0,2020-03-30
7083,cases,3235.0,2020-03-30
7084,cases,3236.0,2020-03-30
7085,cases,3237.0,2020-03-30
7086,cases,3238.0,2020-03-30
7087,cases,3239.0,2020-03-30
7088,cases,3240.0,2020-03-30
7089,cases,3241.0,2020-03-30
7090,cases,3242.0,2020-03-30
7091,cases,3243.0,2020-03-30
7092,cases,3244.0,2020-03-30
7093,cases,3245.0,2020-03-30
7094,cases,3246.0,2020-03-30
7095,cases,3247.0,2020-03-30
7096,cases,3248.0,2020-03-30
7097,cases,3249.0,2020-03-30
7098,cases,3250.0,2020-03-30
7099,cases,3251.0,2020-03-30
7100,cases,3252.0,2020-03-30
7101,cases,3253.0,2020-03-30
7102,cases,3254.0,2020-03-30
7103,cases,3255.0,2020-03-30
7104,cases,3256.0,2020-03-30
7105,cases,3257.0,2020-03-30
7106,cases,3258.0,2020-03-30
7107,cases,3259.0,2020-03-30
7108,cases,3260.0,2020-03-30
7109,cases,3261.0,2020-03-30
7110,cases,3262.0,2020-03-30
7111,cases,3263.0,2020-03-30
7112,cases,3264.0,2020-03-30
7113,cases,3265.0,2020-03-30
7114,cases,3266.0,2020-03-30
7115,cases,3267.0,2020-03-30
7116,cases,3268.0,2020-03-30
7117,cases,3269.0,2020-03-30
7118,cases,3270.0,2020-03-30
7119,cases,3271.0,2020-03-30
7120,cases,3272.0,2020-03-30
7121,cases,3273.0,2020-03-30
7122,cases,3274.0,2020-03-30
7123,cases,3275.0,2020-03-30
7124,cases,3276.0,2020-03-30
7125,cases,3277.0,2020-03-30
7126,cases,3278.0,2020-03-30
7127,cases,3279.0,2020-03-30
7128,cases,3280.0,2020-03-30
7129,cases,3281.0,2020-03-30
7130,cases,3282.0,2020-03-30
7131,cases,3283.0,2020-03-30
7132,cases,3284.0,2020-03-30
7133,cases,3285.0,2020-03-30
7134,cases,3286.0,2020-03-30
7135,cases,3287.0,2020-03-30
7136,cases,3288.0,2020-03-30
7137,cases,3289.0,2020-03-30
7138,cases,3290.0,2020-03-30
7139,cases,3291.0,2020-03-30
7140,cases,3292.0,2020-03-30
7141,cases,3293.0,2020-03-30
7142,cases,3294.0,2020-03-30
7143,cases,3295.0,2020-03-30
7144,cases,3296.0,2020-03-30
7145,cases,3297.0,2020-03-30
7146,cases,3298.0,2020-03-30
7147,cases,3299.0,2020-03-30
7148,cases,3300.0,2020-03-30
7149,cases,3301.0,2020-03-30
7150,cases,3302.0,2020-03-30
7151,cases,3303.0,2020-03-30
7152,cases,3304.0,2020-03-30
7153,cases,3305.0,2020-03-30
7154,cases,3306.0,2020-03-30
7155,cases,3307.0,2020-03-30
7156,cases,3308.0,2020-03-30
7157,cases,3309.0,2020-03-30
7158,cases,3310.0,2020-03-30
7159,cases,3311.0,2020-03-30
7160,cases,3312.0,2020-03-30
7161,cases,3313.0,2020-03-30
7162,cases,3314.0,2020-03-30
7163,cases,3315.0,2020-03-30
7164,cases,3316.0,2020-03-30
7165,cases,3317.0,2020-03-30
7166,cases,3318.0,2020-03-30
7167,cases,3319.0,2020-03-30
7168,cases,3320.0,2020-03-30
7169,cases,3321.0,2020-03-30
7170,cases,3322.0,2020-03-30
7171,cases,3323.0,2020-03-30
7172,cases,3324.0,2020-03-30
7173,cases,3325.0,2020-03-30
7174,cases,3326.0,2020-03-30
7175,cases,3327.0,2020-03-30
7176,cases,3328.0,2020-03-30
7177,cases,3329.0,2020-03-30
7178,cases,3330.0,2020-03-30
7179,cases,3331.0,2020-03-30
7180,cases,3332.0,2020-03-30
7181,cases,3333.0,2020-03-30
7182,cases,3334.0,2020-03-30
7183,cases,3335.0,2020-03-30
7184,cases,3336.0,2020-03-30
7185,cases,3337.0,2020-03-30
7186,cases,3338.0,2020-03-30
7187,cases,3339.0,2020-03-30
7188,cases,3340.0,2020-03-30
7189,cases,3341.0,2020-03-30
7190,cases,3342.0,2020-03-30
7191,cases,3343.0,2020-03-30
7192,cases,3344.0,2020-03-30
7193,cases,3345.0,2020-03-30
7194,cases,3346.0,2020-03-30
7195,cases,3347.0,2020-03-30
7196,cases,3348.0,2020-03-30
7197,cases,3349.0,2020-03-30
7198,cases,3350.0,2020-03-30
7199,cases,3351.0,2020-03-30
7200,cases,3352.0,2020-03-30
7201,cases,3353.0,2020-03-30
7202,cases,3354.0,2020-03-30
7203,cases,3355.0,2020-03-30
7204,cases,3356.0,2020-03-30
7205,cases,3357.0,2020-03-30
7206,cases,3358.0,2020-03-30
7207,cases,3359.0,2020-03-30
7208,cases,3360.0,2020-03-30
7209,cases,3361.0,2020-03-30
7210,cases,3362.0,2020-03-30
7211,cases,3363.0,2020-03-30
7212,cases,3364.0,2020-03-30
7213,cases,3365.0,2020-03-30
7214,cases,3366.0,2020-03-30
7215,cases,3367.0,2020-03-30
7216,cases,3368.0,2020-03-30
7217,cases,3369.0,2020-03-30
7218,cases,3370.0,2020-03-30
7219,cases,3371.0,2020-03-30
7220,cases,3372.0,2020-03-30
7221,cases,3373.0,2020-03-30
7222,cases,3374.0,2020-03-30
7223,cases,3375.0,2020-03-30
7224,cases,3376.0,2020-03-30
7225,cases,3377.0,2020-03-30
7226,cases,3378.0,2020-03-30
7227,cases,3379.0,2020-03-30
7228,cases,3380.0,2020-03-30
7229,cases,3381.0,2020-03-30
7230,cases,3382.0,2020-03-30
7231,cases,3383.0,2020-03-30
7232,cases,3384.0,2020-03-30
7233,cases,3385.0,2020-03-30
7234,cases,3386.0,2020-03-30
7235,cases,3387.0,2020-03-30
7236,cases,3388.0,2020-03-30
7237,cases,3389.0,2020-03-30
7238,cases,3390.0,2020-03-30
7239,cases,3391.0,2020-03-30
7240,cases,3392.0,2020-03-30
7241,cases,3393.0,2020-03-30
7242,cases,3394.0,2020-03-30
7243,cases,3395.0,2020-03-30
7244,cases,3396.0,2020-03-30
7245,cases,3397.0,2020-03-30
7246,cases,3398.0,2020-03-30
7247,cases,3399.0,2020-03-30
7248,cases,3400.0,2020-03-30
7249,cases,3401.0,2020-03-30
7250,cases,3402.0,2020-03-30
7251,cases,3403.0,2020-03-30
7252,cases,3404.0,2020-03-30
7253,cases,3405.0,2020-03-30
7254,cases,3406.0,2020-03-30
7255,cases,3407.0,2020-03-30
7256,cases,3408.0,2020-03-30
7257,cases,3409.0,2020-03-30
7258,cases,3410.0,2020-03-30
7259,cases,3411.0,2020-03-30
7260,cases,3412.0,2020-03-30
7261,cases,3413.0,2020-03-30
7262,cases,3414.0,2020-03-30
7263,cases,3415.0,2020-03-30
7264,cases,3416.0,2020-03-30
7265,cases,3417.0,2020-03-30
7266,cases,3418.0,2020-03-30
7267,cases,3419.0,2020-03-30
7268,cases,3420.0,2020-03-30
7269,cases,3421.0,2020-03-30
7270,cases,3422.0,2020-03-30
7271,cases,3423.0,2020-03-30
7272,cases,3424.0,2020-03-30
7273,cases,3425.0,2020-03-30
7274,cases,3426.0,2020-03-30
7275,cases,3427.0,2020-03-30
7276,cases,3428.0,2020-03-30
7277,cases,3429.0,2020-03-30
7278,cases,3430.0,2020-03-30
7728,cases,3431.0,2020-03-31
7729,cases,3432.0,2020-03-31
7730,cases,3433.0,2020-03-31
7731,cases,3434.0,2020-03-31
7732,cases,3435.0,2020-03-31
7733,cases,3436.0,2020-03-31
7734,cases,3437.0,2020-03-31
7735,cases,3438.0,2020-03-31
7736,cases,3439.0,2020-03-31
7737,cases,3440.0,2020-03-31
7738,cases,3441.0,2020-03-31
7739,cases,3442.0,2020-03-31
7740,cases,3443.0,2020-03-31
7741,cases,3444.0,2020-03-31
7742,cases,3445.0,2020-03-31
7743,cases,3446.0,2020-03-31
7744,cases,3447.0,2020-03-31
7745,cases,3448.0,2020-03-31
7746,cases,3449.0,2020-03-31
7747,cases,3450.0,2020-03-31
7748,cases,3451.0,2020-03-31
7749,cases,3452.0,2020-03-31
7750,cases,3453.0,2020-03-31
7751,cases,3454.0,2020-03-31
7752,cases,3455.0,2020-03-31
7753,cases,3456.0,2020-03-31
7754,cases,3457.0,2020-03-31
7755,cases,3458.0,2020-03-31
7756,cases,3459.0,2020-03-31
7757,cases,3460.0,2020-03-31
7758,cases,3461.0,2020-03-31
7759,cases,3462.0,2020-03-31
7760,cases,3463.0,2020-03-31
7761,cases,3464.0,2020-03-31
7762,cases,3465.0,2020-03-31
7763,cases,3466.0,2020-03-31
7764,cases,3467.0,2020-03-31
7765,cases,3468.0,2020-03-31
7766,cases,3469.0,2020-03-31
7767,cases,3470.0,2020-03-31
7768,cases,3471.0,2020-03-31
7769,cases,3472.0,2020-03-31
7770,cases,3473.0,2020-03-31
7771,cases,3474.0,2020-03-31
7772,cases,3475.0,2020-03-31
7773,cases,3476.0,2020-03-31
7774,cases,3477.0,2020-03-31
7775,cases,3478.0,2020-03-31
7776,cases,3479.0,2020-03-31
7777,cases,3480.0,2020-03-31
7778,cases,3481.0,2020-03-31
7779,cases,3482.0,2020-03-31
7780,cases,3483.0,2020-03-31
7781,cases,3484.0,2020-03-31
7782,cases,3485.0,2020-03-31
7783,cases,3486.0,2020-03-31
7784,cases,3487.0,2020-03-31
7785,cases,3488.0,2020-03-31
7786,cases,3489.0,2020-03-31
7787,cases,3490.0,2020-03-31
7788,cases,3491.0,2020-03-31
7789,cases,3492.0,2020-03-31
7790,cases,3493.0,2020-03-31
7791,cases,3494.0,2020-03-31
7792,cases,3495.0,2020-03-31
7793,cases,3496.0,2020-03-31
7794,cases,3497.0,2020-03-31
7795,cases,3498.0,2020-03-31
7796,cases,3499.0,2020-03-31
7797,cases,3500.0,2020-03-31
7798,cases,3501.0,2020-03-31
7799,cases,3502.0,2020-03-31
7800,cases,3503.0,2020-03-31
7801,cases,3504.0,2020-03-31
7802,cases,3505.0,2020-03-31
7803,cases,3506.0,2020-03-31
7804,cases,3507.0,2020-03-31
7805,cases,3508.0,2020-03-31
7806,cases,3509.0,2020-03-31
7807,cases,3510.0,2020-03-31
7808,cases,3511.0,2020-03-31
7809,cases,3512.0,2020-03-31
7810,cases,3513.0,2020-03-31
7811,cases,3514.0,2020-03-31
7812,cases,3515.0,2020-03-31
7813,cases,3516.0,2020-03-31
7814,cases,3517.0,2020-03-31
7815,cases,3518.0,2020-03-31
7816,cases,3519.0,2020-03-31
7817,cases,3520.0,2020-03-31
7818,cases,3521.0,2020-03-31
7819,cases,3522.0,2020-03-31
7820,cases,3523.0,2020-03-31
7821,cases,3524.0,2020-03-31
7822,cases,3525.0,2020-03-31
7823,cases,3526.0,2020-03-31
7824,cases,3527.0,2020-03-31
7825,cases,3528.0,2020-03-31
7826,cases,3529.0,2020-03-31
7827,cases,3530.0,2020-03-31
7828,cases,3531.0,2020-03-31
7829,cases,3532.0,2020-03-31
7830,cases,3533.0,2020-03-31
7831,cases,3534.0,2020-03-31
7832,cases,3535.0,2020-03-31
7833,cases,3536.0,2020-03-31
7834,cases,3537.0,2020-03-31
7835,cases,3538.0,2020-03-31
7836,cases,3539.0,2020-03-31
7837,cases,3540.0,2020-03-31
7838,cases,3541.0,2020-03-31
7839,cases,3542.0,2020-03-31
7840,cases,3543.0,2020-03-31
7841,cases,3544.0,2020-03-31
7842,cases,3545.0,2020-03-31
7843,cases,3546.0,2020-03-31
7844,cases,3547.0,2020-03-31
7845,cases,3548.0,2020-03-31
7846,cases,3549.0,2020-03-31
7847,cases,3550.0,2020-03-31
7848,cases,3551.0,2020-03-31
7849,cases,3552.0,2020-03-31
7850,cases,3553.0,2020-03-31
7851,cases,3554.0,2020-03-31
7852,cases,3555.0,2020-03-31
7853,cases,3556.0,2020-03-31
7854,cases,3557.0,2020-03-31
7855,cases,3558.0,2020-03-31
7856,cases,3559.0,2020-03-31
7857,cases,3560.0,2020-03-31
7858,cases,3561.0,2020-03-31
7859,cases,3562.0,2020-03-31
7860,cases,3563.0,2020-03-31
7861,cases,3564.0,2020-03-31
7862,cases,3565.0,2020-03-31
7863,cases,3566.0,2020-03-31
7864,cases,3567.0,2020-03-31
7865,cases,3568.0,2020-03-31
7866,cases,3569.0,2020-03-31
7867,cases,3570.0,2020-03-31
7868,cases,3571.0,2020-03-31
7869,cases,3572.0,2020-03-31
7870,cases,3573.0,2020-03-31
7871,cases,3574.0,2020-03-31
7872,cases,3575.0,2020-03-31
7873,cases,3576.0,2020-03-31
7874,cases,3577.0,2020-03-31
7875,cases,3578.0,2020-03-31
7876,cases,3579.0,2020-03-31
7877,cases,3580.0,2020-03-31
7878,cases,3581.0,2020-03-31
7879,cases,3582.0,2020-03-31
7880,cases,3583.0,2020-03-31
7881,cases,3584.0,2020-03-31
7882,cases,3585.0,2020-03-31
7883,cases,3586.0,2020-03-31
7884,cases,3587.0,2020-03-31
7885,cases,3588.0,2020-03-31
7886,cases,3589.0,2020-03-31
7887,cases,3590.0,2020-03-31
7888,cases,3591.0,2020-03-31
7889,cases,3592.0,2020-03-31
7890,cases,3593.0,2020-03-31
7891,cases,3594.0,2020-03-31
7892,cases,3595.0,2020-03-31
7893,cases,3596.0,2020-03-31
7894,cases,3597.0,2020-03-31
7895,cases,3598.0,2020-03-31
7896,cases,3599.0,2020-03-31
7897,cases,3600.0,2020-03-31
7898,cases,3601.0,2020-03-31
7899,cases,3602.0,2020-03-31
7900,cases,3603.0,2020-03-31
7901,cases,3604.0,2020-03-31
7902,cases,3605.0,2020-03-31
7903,cases,3606.0,2020-03-31
7904,cases,3607.0,2020-03-31
7905,cases,3608.0,2020-03-31
7906,cases,3609.0,2020-03-31
7907,cases,3610.0,2020-03-31
7908,cases,3611.0,2020-03-31
7909,cases,3612.0,2020-03-31
7910,cases,3613.0,2020-03-31
7911,cases,3614.0,2020-03-31
7912,cases,3615.0,2020-03-31
7913,cases,3616.0,2020-03-31
7914,cases,3617.0,2020-03-31
7915,cases,3618.0,2020-03-31
7916,cases,3619.0,2020-03-31
7917,cases,3620.0,2020-03-31
7918,cases,3621.0,2020-03-31
7919,cases,3622.0,2020-03-31
7920,cases,3623.0,2020-03-31
7921,cases,3624.0,2020-03-31
7922,cases,3625.0,2020-03-31
7923,cases,3626.0,2020-03-31
7924,cases,3627.0,2020-03-31
7925,cases,3628.0,2020-03-31
7926,cases,3629.0,2020-03-31
7927,cases,3630.0,2020-03-31
7928,cases,3631.0,2020-03-31
7929,cases,3632.0,2020-03-31
7930,cases,3633.0,2020-03-31
7931,cases,3634.0,2020-03-31
7932,cases,3635.0,2020-03-31
7933,cases,3636.0,2020-03-31
7934,cases,3637.0,2020-03-31
7935,cases,3638.0,2020-03-31
7936,cases,3639.0,2020-03-31
7937,cases,3640.0,2020-03-31
7938,cases,3641.0,2020-03-31
7939,cases,3642.0,2020-03-31
7940,cases,3643.0,2020-03-31
7941,cases,3644.0,2020-03-31
7942,cases,3645.0,2020-03-31
7943,cases,3646.0,2020-03-31
7944,cases,3647.0,2020-03-31
7945,cases,3648.0,2020-03-31
7946,cases,3649.0,2020-03-31
7947,cases,3650.0,2020-03-31
7948,cases,3651.0,2020-03-31
7949,cases,3652.0,2020-03-31
7950,cases,3653.0,2020-03-31
7951,cases,3654.0,2020-03-31
7952,cases,3655.0,2020-03-31
7953,cases,3656.0,2020-03-31
7954,cases,3657.0,2020-03-31
7955,cases,3658.0,2020-03-31
7956,cases,3659.0,2020-03-31
7957,cases,3660.0,2020-03-31
7958,cases,3661.0,2020-03-31
7959,cases,3662.0,2020-03-31
7960,cases,3663.0,2020-03-31
7961,cases,3664.0,2020-03-31
7962,cases,3665.0,2020-03-31
7963,cases,3666.0,2020-03-31
7964,cases,3667.0,2020-03-31
7965,cases,3668.0,2020-03-31
7966,cases,3669.0,2020-03-31
7967,cases,3670.0,2020-03-31
7968,cases,3671.0,2020-03-31
7969,cases,3672.0,2020-03-31
7970,cases,3673.0,2020-03-31
7971,cases,3674.0,2020-03-31
7972,cases,3675.0,2020-03-31
7973,cases,3676.0,2020-03-31
7974,cases,3677.0,2020-03-31
7975,cases,3678.0,2020-03-31
7976,cases,3679.0,2020-03-31
7977,cases,3680.0,2020-03-31
7978,cases,3681.0,2020-03-31
7979,cases,3682.0,2020-03-31
7980,cases,3683.0,2020-03-31
7981,cases,3684.0,2020-03-31
7982,cases,3685.0,2020-03-31
7983,cases,3686.0,2020-03-31
7984,cases,3687.0,2020-03-31
7985,cases,3688.0,2020-03-31
7986,cases,3689.0,2020-03-31
7987,cases,3690.0,2020-03-31
7988,cases,3691.0,2020-03-31
7989,cases,3692.0,2020-03-31
7990,cases,3693.0,2020-03-31
7991,cases,3694.0,2020-03-31
7992,cases,3695.0,2020-03-31
7993,cases,3696.0,2020-03-31
7994,cases,3697.0,2020-03-31
7995,cases,3698.0,2020-03-31
7996,cases,3699.0,2020-03-31
7997,cases,3700.0,2020-03-31
7998,cases,3701.0,2020-03-31
7999,cases,3702.0,2020-03-31
8000,cases,3703.0,2020-03-31
8001,cases,3704.0,2020-03-31
8002,cases,3705.0,2020-03-31
8003,cases,3706.0,2020-03-31
8004,cases,3707.0,2020-03-31
8005,cases,3708.0,2020-03-31
8006,cases,3709.0,2020-03-31
8007,cases,3710.0,2020-03-31
8008,cases,3711.0,2020-03-31
8009,cases,3712.0,2020-03-31
8010,cases,3713.0,2020-03-31
8011,cases,3714.0,2020-03-31
8012,cases,3715.0,2020-03-31
8013,cases,3716.0,2020-03-31
8014,cases,3717.0,2020-03-31
8015,cases,3718.0,2020-03-31
8016,cases,3719.0,2020-03-31
8017,cases,3720.0,2020-03-31
8018,cases,3721.0,2020-03-31
8019,cases,3722.0,2020-03-31
8020,cases,3723.0,2020-03-31
8021,cases,3724.0,2020-03-31
8022,cases,3725.0,2020-03-31
8023,cases,3726.0,2020-03-31
8024,cases,3727.0,2020-03-31
8025,cases,3728.0,2020-03-31
8026,cases,3729.0,2020-03-31
8027,cases,3730.0,2020-03-31
8028,cases,3731.0,2020-03-31
8029,cases,3732.0,2020-03-31
8030,cases,3733.0,2020-03-31
8031,cases,3734.0,2020-03-31
8032,cases,3735.0,2020-03-31
8033,cases,3736.0,2020-03-31
8034,cases,3737.0,2020-03-31
8035,cases,3738.0,2020-03-31
8036,cases,3739.0,2020-03-31
8037,cases,3740.0,2020-03-31
8038,cases,3741.0,2020-03-31
8039,cases,3742.0,2020-03-31
8040,cases,3743.0,2020-03-31
8041,cases,3744.0,2020-03-31
8042,cases,3745.0,2020-03-31
8043,cases,3746.0,2020-03-31
8044,cases,3747.0,2020-03-31
8045,cases,3748.0,2020-03-31
8046,cases,3749.0,2020-03-31
8047,cases,3750.0,2020-03-31
8048,cases,3751.0,2020-03-31
8049,cases,3752.0,2020-03-31
8050,cases,3753.0,2020-03-31
8051,cases,3754.0,2020-03-31
8052,cases,3755.0,2020-03-31
8053,cases,3756.0,2020-03-31
8054,cases,3757.0,2020-03-31
8055,cases,3758.0,2020-03-31
8056,cases,3759.0,2020-03-31
8057,cases,3760.0,2020-03-31
8058,cases,3761.0,2020-03-31
8059,cases,3762.0,2020-03-31
8060,cases,3763.0,2020-03-31
8061,cases,3764.0,2020-03-31
8062,cases,3765.0,2020-03-31
8063,cases,3766.0,2020-03-31
8064,cases,3767.0,2020-03-31
8065,cases,3768.0,2020-03-31
8066,cases,3769.0,2020-03-31
8067,cases,3770.0,2020-03-31
8068,cases,3771.0,2020-03-31
8069,cases,3772.0,2020-03-31
8070,cases,3773.0,2020-03-31
8071,cases,3774.0,2020-03-31
8072,cases,3775.0,2020-03-31
8073,cases,3776.0,2020-03-31
8074,cases,3777.0,2020-03-31
8075,cases,3778.0,2020-03-31
8076,cases,3779.0,2020-03-31
8077,cases,3780.0,2020-03-31
8078,cases,3781.0,2020-03-31
8079,cases,3782.0,2020-03-31
8080,cases,3783.0,2020-03-31
8081,cases,3784.0,2020-03-31
8082,cases,3785.0,2020-03-31
8083,cases,3786.0,2020-03-31
8084,cases,3787.0,2020-03-31
8085,cases,3788.0,2020-03-31
8086,cases,3789.0,2020-03-31
8087,cases,3790.0,2020-03-31
8088,cases,3791.0,2020-03-31
8089,cases,3792.0,2020-03-31
8090,cases,3793.0,2020-03-31
8091,cases,3794.0,2020-03-31
8092,cases,3795.0,2020-03-31
8093,cases,3796.0,2020-03-31
8094,cases,3797.0,2020-03-31
8095,cases,3798.0,2020-03-31
8096,cases,3799.0,2020-03-31
8097,cases,3800.0,2020-03-31
8098,cases,3801.0,2020-03-31
8099,cases,3802.0,2020-03-31
8100,cases,3803.0,2020-03-31
8101,cases,3804.0,2020-03-31
8102,cases,3805.0,2020-03-31
8103,cases,3806.0,2020-03-31
8104,cases,3807.0,2020-03-31
8105,cases,3808.0,2020-03-31
8106,cases,3809.0,2020-03-31
8107,cases,3810.0,2020-03-31
8108,cases,3811.0,2020-03-31
8109,cases,3812.0,2020-03-31
8110,cases,3813.0,2020-03-31
8111,cases,3814.0,2020-03-31
8112,cases,3815.0,2020-03-31
8113,cases,3816.0,2020-03-31
8114,cases,3817.0,2020-03-31
8115,cases,3818.0,2020-03-31
8116,cases,3819.0,2020-03-31
8117,cases,3820.0,2020-03-31
8118,cases,3821.0,2020-03-31
8119,cases,3822.0,2020-03-31
8120,cases,3823.0,2020-03-31
8121,cases,3824.0,2020-03-31
8122,cases,3825.0,2020-03-31
8123,cases,3826.0,2020-03-31
8124,cases,3827.0,2020-03-31
8125,cases,3828.0,2020-03-31
8126,cases,3829.0,2020-03-31
8127,cases,3830.0,2020-03-31
8128,cases,3831.0,2020-03-31
8129,cases,3832.0,2020-03-31
8130,cases,3833.0,2020-03-31
8131,cases,3834.0,2020-03-31
8132,cases,3835.0,2020-03-31
8133,cases,3836.0,2020-03-31
8134,cases,3837.0,2020-03-31
8135,cases,3838.0,2020-03-31
8136,cases,3839.0,2020-03-31
8137,cases,3840.0,2020-03-31
8138,cases,3841.0,2020-03-31
8139,cases,3842.0,2020-03-31
8140,cases,3843.0,2020-03-31
8141,cases,3844.0,2020-03-31
8142,cases,3845.0,2020-03-31
8143,cases,3846.0,2020-03-31
8144,cases,3847.0,2020-03-31
8145,cases,3848.0,2020-03-31
8146,cases,3849.0,2020-03-31
8147,cases,3850.0,2020-03-31
8148,cases,3851.0,2020-03-31
8149,cases,3852.0,2020-03-31
8150,cases,3853.0,2020-03-31
8151,cases,3854.0,2020-03-31
8152,cases,3855.0,2020-03-31
8153,cases,3856.0,2020-03-31
8154,cases,3857.0,2020-03-31
8155,cases,3858.0,2020-03-31
8156,cases,3859.0,2020-03-31
8157,cases,3860.0,2020-03-31
8158,cases,3861.0,2020-03-31
8159,cases,3862.0,2020-03-31
8160,cases,3863.0,2020-03-31
8161,cases,3864.0,2020-03-31
8162,cases,3865.0,2020-03-31
8163,cases,3866.0,2020-03-31
8164,cases,3867.0,2020-03-31
8165,cases,3868.0,2020-03-31
8166,cases,3869.0,2020-03-31
8167,cases,3870.0,2020-03-31
8168,cases,3871.0,2020-03-31
8169,cases,3872.0,2020-03-31
8170,cases,3873.0,2020-03-31
8171,cases,3874.0,2020-03-31
8172,cases,3875.0,2020-03-31
8173,cases,3876.0,2020-03-31
8174,cases,3877.0,2020-03-31
8175,cases,3878.0,2020-03-31
8176,cases,3879.0,2020-03-31
8177,cases,3880.0,2020-03-31
8178,cases,3881.0,2020-03-31
8179,cases,3882.0,2020-03-31
8180,cases,3883.0,2020-03-31
8181,cases,3884.0,2020-03-31
8182,cases,3885.0,2020-03-31
8183,cases,3886.0,2020-03-31
8184,cases,3887.0,2020-03-31
8185,cases,3888.0,2020-03-31
8186,cases,3889.0,2020-03-31
8187,cases,3890.0,2020-03-31
8188,cases,3891.0,2020-03-31
8189,cases,3892.0,2020-03-31
8190,cases,3893.0,2020-03-31
8191,cases,3894.0,2020-03-31
8192,cases,3895.0,2020-03-31
8193,cases,3896.0,2020-03-31
8194,cases,3897.0,2020-03-31
8195,cases,3898.0,2020-03-31
8196,cases,3899.0,2020-03-31
8197,cases,3900.0,2020-03-31
8198,cases,3901.0,2020-03-31
8199,cases,3902.0,2020-03-31
8200,cases,3903.0,2020-03-31
8201,cases,3904.0,2020-03-31
8202,cases,3905.0,2020-03-31
8203,cases,3906.0,2020-03-31
8204,cases,3907.0,2020-03-31
8205,cases,3908.0,2020-03-31
8206,cases,3909.0,2020-03-31
8207,cases,3910.0,2020-03-31
8208,cases,3911.0,2020-03-31
8209,cases,3912.0,2020-03-31
8210,cases,3913.0,2020-03-31
8211,cases,3914.0,2020-03-31
8212,cases,3915.0,2020-03-31
8213,cases,3916.0,2020-03-31
8214,cases,3917.0,2020-03-31
8215,cases,3918.0,2020-03-31
8216,cases,3919.0,2020-03-31
8217,cases,3920.0,2020-03-31
8218,cases,3921.0,2020-03-31
8219,cases,3922.0,2020-03-31
8220,cases,3923.0,2020-03-31
8221,cases,3924.0,2020-03-31
8222,cases,3925.0,2020-03-31
8223,cases,3926.0,2020-03-31
8224,cases,3927.0,2020-03-31
8225,cases,3928.0,2020-03-31
8226,cases,3929.0,2020-03-31
8227,cases,3930.0,2020-03-31
8228,cases,3931.0,2020-03-31
8229,cases,3932.0,2020-03-31
8230,cases,3933.0,2020-03-31
8231,cases,3934.0,2020-03-31
8232,cases,3935.0,2020-03-31
8233,cases,3936.0,2020-03-31
8234,cases,3937.0,2020-03-31
8235,cases,3938.0,2020-03-31
8236,cases,3939.0,2020-03-31
8237,cases,3940.0,2020-03-31
8238,cases,3941.0,2020-03-31
8239,cases,3942.0,2020-03-31
8240,cases,3943.0,2020-03-31
8241,cases,3944.0,2020-03-31
8242,cases,3945.0,2020-03-31
8243,cases,3946.0,2020-03-31
8244,cases,3947.0,2020-03-31
